artists,title,date,accousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness
Chicago,Will You Still Love Me? - Alternate,1987-02-28,0.0233,0.482,253280,0.601,0.0,0.0517,0.0278
Chicago,You're Not Alone,1989-03-25,0.32,0.484,240560,0.839,0.00375,0.419,0.032
Chicago,You're the Inspiration - 2006 Remaster,1985-02-09,0.368,0.583,229240,0.602,0.0,0.22,0.0274
Childish Gambino,This Is America,2018-06-16,0.117,0.854,225773,0.463,0.0,0.354,0.137
Chingy,Right Thurr,2003-11-01,0.15,0.866,250747,0.749,0.0,0.0614,0.253
"Chingy, Jason Weaver",One Call Away,2004-04-24,0.0918,0.765,276800,0.821,0.0,0.217,0.183
"Chingy, Ludacris, Snoop Dogg",Holidae In,2003-12-27,0.0893,0.81,314400,0.791,0.0,0.0838,0.181
"Chingy, Tyrese",Pullin' Me Back,2006-10-14,0.0825,0.786,234133,0.511,0.0,0.12,0.286
Choi Hyun Joon,I’d Die Without You,1993-01-23,0.606,0.537,232281,0.574,0.0,0.0995,0.0302
Chonda Pierce,A Girls' Nite Out - Live,1990-08-04,0.257,0.596,145813,0.756,2.21e-05,0.172,0.0498
Chris Barber's Jazz Band,Petite Fleur,1959-03-09,0.946,0.712,163077,0.165,0.753,0.115,0.036
Chris Brown,Forever,2008-09-27,0.0368,0.672,278573,0.82,0.000188,0.184,0.0459
Chris Brown,Say Goodbye,2006-11-18,0.00167,0.8,289760,0.502,0.0,0.0784,0.0371
Chris Brown,Turn Up the Music,2012-03-03,0.000238,0.594,227973,0.841,2.22e-06,0.156,0.102
Chris Brown,With You,2008-05-10,0.134,0.662,252120,0.693,0.0,0.145,0.0698
Chris Brown,Yo (Excuse Me Miss),2006-04-08,0.119,0.536,229040,0.612,0.0,0.209,0.272
"Chris Brown, Drake",No Guidance (feat. Drake),2019-12-07,0.123,0.696,260640,0.454,0.0,0.155,0.153
"Chris Brown, Juelz Santana",Run It! (feat. Juelz Santana),2006-02-11,0.0246,0.846,229867,0.482,0.0,0.393,0.129
"Chris Brown, Lil Wayne, Busta Rhymes",Look At Me Now (feat. Lil' Wayne & Busta Rhymes),2011-06-04,0.0339,0.767,222587,0.677,5.51e-06,0.144,0.184
"Chris Brown, Lil Wayne, Tyga",Loyal (feat. Lil Wayne & Tyga),2014-05-10,0.0168,0.841,264947,0.522,1.37e-06,0.188,0.049
"Chris Brown, T-Pain",Kiss Kiss (feat. T-Pain),2008-02-09,0.0506,0.729,250667,0.658,0.0,0.0693,0.225
"Chris Brown, Young Thug",Go Crazy,2021-03-13,0.316,0.755,176960,0.578,0.0,0.25,0.145
Chris Isaak,Wicked Game,1991-03-09,0.68,0.663,289067,0.296,0.00837,0.0879,0.0294
Chris Montez,Let's Dance,1962-10-20,0.212,0.751,149627,0.83,7.94e-06,0.0584,0.0951
"Chris Norman, Suzi Quatro",Stumblin' In - 2017 Remaster,1979-05-26,0.135,0.758,239611,0.683,0.000227,0.345,0.0314
Chris Stapleton,Joy Of My Life,1972-02-26,0.223,0.63,274520,0.485,0.0535,0.103,0.0299
Chris de Burgh,The Lady In Red,1987-06-13,0.332,0.548,256173,0.294,3.34e-06,0.0392,0.0333
Christina Aguilera,Beautiful,2003-03-08,0.578,0.456,238560,0.573,3.05e-06,0.114,0.0275
Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,2000-11-18,0.226,0.829,203333,0.915,1.25e-05,0.246,0.106
Christina Aguilera,Genie In a Bottle,1999-10-16,0.209,0.633,217573,0.8,0.000123,0.137,0.166
Christina Aguilera,I Turn to You,2000-07-22,0.38,0.599,273707,0.47,0.0,0.111,0.0376
Christina Aguilera,Keeps Gettin' Better,2008-10-18,0.0739,0.645,181947,0.697,0.000842,0.575,0.0285
Christina Aguilera,What a Girl Wants,2000-02-26,0.0684,0.754,215800,0.819,0.0,0.345,0.112
"Christina Aguilera, Lil' Kim, Mýa, P!nk",Lady Marmalade - Single Edit,2001-07-21,0.0185,0.754,267960,0.811,5.18e-06,0.654,0.0561
Christina Milian,Dip It Low,2004-09-25,0.0122,0.754,201000,0.718,0.000111,0.0923,0.111
Christine McVie,Got a Hold on Me,1984-03-24,0.144,0.75,232907,0.787,1.88e-05,0.0513,0.0292
Christopher Cross,Arthur's Theme (Best That You Can Do),1981-11-28,0.169,0.526,234493,0.515,0.000816,0.181,0.0389
Christopher Cross,Ride Like the Wind,1980-05-24,0.335,0.669,275507,0.702,0.000545,0.0962,0.0439
Christopher Cross,Sailing,1980-09-13,0.643,0.48,258867,0.191,0.000144,0.263,0.0341
Christopher Cross,Think of Laura,1984-02-11,0.823,0.505,203307,0.0357,1.12e-06,0.134,0.0305
Chubby Checker,Let's Twist Again,1961-08-21,0.0987,0.604,137360,0.709,0.0,0.0551,0.158
Chubby Checker,Limbo Rock,1963-01-26,0.154,0.745,148520,0.894,0.000646,0.0753,0.0376
Chubby Checker,Pony Time,1961-04-03,0.00868,0.453,147427,0.609,3.43e-05,0.0797,0.0296
Chubby Checker,Popeye The Hitchhiker,1962-11-10,0.721,0.708,145427,0.679,9.94e-05,0.277,0.0783
Chubby Checker,Slow Twistin',1962-05-05,0.371,0.753,153040,0.711,0.0,0.203,0.0373
Chubby Checker,The Fly - 2016 Re-Recorded Version,1961-11-20,0.00494,0.456,170653,0.968,0.00705,0.204,0.0448
Chubby Checker,The Twist,1962-03-03,0.18,0.571,155040,0.618,2.69e-06,0.178,0.0371
Chuck Berry,My Ding-A-Ling,1972-11-11,0.791,0.767,223573,0.517,0.000186,0.078,0.195
Chuck Berry,No Particular Place To Go,1964-07-11,0.425,0.596,163000,0.791,0.000295,0.0886,0.0446
Chuck Berry,Run Rudolph Run,2021-01-02,0.812,0.681,165733,0.715,9.43e-06,0.0777,0.0912
Chuck Mangione,Feels So Good,1978-06-17,0.455,0.576,582733,0.603,0.0537,0.0406,0.0329
Chumbawamba,Tubthumping,1998-02-07,0.106,0.263,278960,0.871,0.0,0.363,0.131
"Ciara, Chamillionaire",Get Up (feat. Chamillionaire),2006-09-02,0.0248,0.964,261880,0.595,5.14e-06,0.0405,0.109
"Ciara, Justin Timberlake",Love Sex Magic (feat. Justin Timberlake),2009-04-11,0.0201,0.893,219568,0.665,0.0,0.299,0.137
"Ciara, Ludacris",Oh (feat. Ludacris),2005-07-09,0.000298,0.8,256347,0.496,0.0,0.0697,0.0506
"Ciara, Petey Pablo",Goodies (feat. Petey Pablo),2004-12-04,0.0277,0.826,223000,0.647,1.52e-06,0.298,0.0491
City High,What Would You Do?,2001-07-28,0.259,0.733,175560,0.794,0.0,0.483,0.223
"Clarence ""Frogman"" Henry",(I Don't Know Why) But I Do,1961-05-01,0.563,0.662,141200,0.535,0.0,0.125,0.027
Clarence Carter,Patches,1970-09-26,0.617,0.639,193827,0.544,0.0,0.479,0.141
Clarence Carter,Slip Away,1968-10-12,0.299,0.784,153298,0.433,0.00016,0.0248,0.0376
Classics IV,Spooky,1968-03-09,0.723,0.652,175867,0.44,5.79e-06,0.103,0.0315
Classics IV,Stormy,1969-01-04,0.759,0.721,167893,0.352,0.133,0.138,0.0322
"Classics IV, Dennis Yost, Dennis Yost",Traces,1969-04-05,0.731,0.43,168547,0.316,0.00565,0.0816,0.0294
Claude King,Wolverton Mountain,1962-07-28,0.806,0.629,177573,0.335,1.21e-06,0.217,0.0499
Claudine Clark,Party Lights,1962-09-08,0.0661,0.645,143133,0.6,0.0,0.101,0.238
Clay Aiken,Solitaire (BONUS CUT),2004-04-03,0.324,0.267,327827,0.619,1.17e-06,0.148,0.0298
Clay Aiken,This Is The Night,2003-07-19,0.151,0.528,212200,0.56,1.28e-06,0.3,0.0268
"Clean Bandit, Jess Glynne",Rather Be (feat. Jess Glynne),2014-10-11,0.162,0.799,227833,0.586,2.03e-06,0.193,0.0377
"Clean Bandit, Sean Paul, Anne-Marie",Rockabye (feat. Sean Paul & Anne-Marie),2017-04-22,0.406,0.72,251088,0.763,0.0,0.18,0.0523
Cliff Nobles,The Horse,1968-08-03,0.0501,0.647,146067,0.571,0.887,0.0896,0.0278
Cliff Richard,Devil Woman,1976-10-16,0.0792,0.71,214576,0.792,3.32e-05,0.0871,0.0453
Cliff Richard,We Don't Talk Anymore - 2001 Remaster,1980-01-26,0.0014,0.746,257160,0.703,0.00414,0.066,0.0291
Climax,Precious and Few,1972-03-18,0.434,0.203,164653,0.401,0.0,0.1,0.0339
Climax Blues Band,Couldn't Get It Right,1977-06-11,0.0234,0.727,198947,0.641,0.0136,0.109,0.0392
Clint Holmes,Playground In My Mind - Single Version,1973-07-21,0.431,0.704,172747,0.681,0.0,0.11,0.0343
Club Nouveau,Lean on Me - Remastered,1987-04-18,0.185,0.738,348573,0.67,0.0,0.0989,0.132
Clyde McPhatter,A Lover's Question,1959-02-02,0.887,0.67,150267,0.436,1.71e-05,0.0609,0.0554
Clyde McPhatter,Lover Please,1962-05-05,0.766,0.714,116240,0.763,0.0,0.147,0.222
CoComelon,Happy Birthday Song,1962-01-20,0.403,0.866,62229,0.387,0.0,0.145,0.0345
"Cobra Starship, Leighton Meester",Good Girls Go Bad (feat. Leighton Meester),2009-09-26,0.0116,0.594,196413,0.874,0.0,0.549,0.0815
"Cobra Starship, Sabi",You Make Me Feel... (feat. Sabi),2011-11-19,0.0191,0.668,215693,0.857,6.71e-06,0.0385,0.0535
Cody Johnson,Wild as You,1995-04-01,0.187,0.461,186067,0.65,0.0,0.111,0.0293
Colbie Caillat,Bubbly,2008-01-26,0.603,0.697,196280,0.474,0.0,0.11,0.0351
Coldplay,A Sky Full of Stars,2014-05-31,0.00617,0.545,267867,0.675,0.00197,0.209,0.0279
Coldplay,Speed of Sound,2005-06-25,0.00488,0.514,287907,0.898,0.0345,0.0746,0.0577
Coldplay,Viva La Vida,2008-09-20,0.0954,0.486,242373,0.617,3.23e-06,0.109,0.0287
"Coldplay, BTS",My Universe,2021-10-09,0.00813,0.588,228000,0.701,0.0,0.2,0.0402
Color Me Badd,All 4 Love,1992-02-29,0.0346,0.807,211493,0.75,0.000179,0.149,0.0315
Color Me Badd,I Adore Mi Amor,1991-10-19,0.243,0.683,289200,0.476,0.0,0.0787,0.027
Color Me Badd,I Wanna Sex You Up - Single Mix,1991-07-20,0.00549,0.551,236947,0.591,6.55e-06,0.0416,0.12
Commander Cody and His Lost Planet Airmen,Hot Rod Lincoln,1972-06-03,0.296,0.696,164933,0.791,0.0,0.318,0.22
Commodores,Brick House,1977-11-05,0.0731,0.831,208893,0.782,0.0171,0.032,0.0595
Commodores,Easy,1977-09-10,0.112,0.589,256427,0.384,2.8e-05,0.0596,0.0332
Commodores,Just To Be Close To You,1976-11-27,0.466,0.46,381360,0.315,0.0,0.0533,0.0503
Commodores,Nightshift,1985-05-04,0.62,0.727,306560,0.559,0.0114,0.0629,0.0392
Commodores,Oh No,1981-12-19,0.772,0.584,184307,0.186,6.21e-06,0.273,0.0258
Commodores,Sail On,1979-10-27,0.413,0.481,240240,0.317,1.1e-05,0.0786,0.0455
Commodores,Still,1980-01-12,0.899,0.355,224867,0.0629,0.000631,0.0975,0.0338
Commodores,Sweet Love,1976-05-01,0.168,0.582,393561,0.531,4.23e-05,0.0609,0.0367
Commodores,Three Times A Lady,1981-09-26,0.874,0.39,217427,0.0803,0.000639,0.127,0.0306
Connie Francis,Among My Souvenirs,1960-01-18,0.464,0.464,151693,0.447,2.9e-05,0.165,0.0266
Connie Francis,Breakin' In A Brand New Broken Heart,1961-06-05,0.799,0.385,158813,0.251,0.0,0.0565,0.0276
Connie Francis,Don't Break The Heart That Loves You,1962-04-14,0.856,0.4,186160,0.419,0.0,0.269,0.0321
Connie Francis,Everybody's Somebody's Fool,1960-07-25,0.745,0.584,157880,0.737,1.93e-05,0.208,0.0306
Connie Francis,Frankie,1959-07-06,0.796,0.572,151200,0.483,5.97e-06,0.175,0.0253
Connie Francis,Lipstick On Your Collar,1959-07-27,0.83,0.528,139613,0.822,1.27e-05,0.293,0.0408
Connie Francis,Mama,1960-04-18,0.9,0.271,237867,0.208,0.000107,0.334,0.0314
Connie Francis,Many Tears Ago,1961-01-02,0.792,0.684,114440,0.491,0.0,0.261,0.0294
Connie Francis,My Happiness,1959-02-16,0.843,0.468,148253,0.346,1.84e-06,0.13,0.0299
Connie Francis,My Heart Has A Mind Of Its Own,1960-11-07,0.819,0.495,152267,0.539,0.0,0.325,0.0336
Connie Francis,Second Hand Love,1962-06-23,0.879,0.446,171080,0.246,0.0,0.098,0.0274
Connie Francis,Together,1961-08-14,0.868,0.383,177987,0.215,0.000109,0.112,0.0326
Connie Francis,Vacation,1962-09-08,0.744,0.606,142373,0.712,2.6e-06,0.903,0.0413
Connie Francis,When The Boy In Your Arms (Is The Boy In Your Heart),1962-01-13,0.97,0.284,164013,0.188,1.66e-05,0.111,0.0319
Connie Francis,Where The Boys Are,1961-03-27,0.81,0.366,157587,0.408,0.0,0.328,0.0301
Connie Stevens,Sixteen Reasons,1960-05-30,0.865,0.339,118133,0.406,1.1e-05,0.11,0.0319
Conway Twitty,Danny Boy,1959-12-07,0.895,0.563,167160,0.451,0.000279,0.0844,0.0697
Conway Twitty,It's Only Make Believe,1958-12-22,0.86,0.461,132027,0.466,2.76e-05,0.135,0.0598
Conway Twitty,Lonely Blue Boy,1960-02-22,0.777,0.659,135067,0.342,1.26e-05,0.248,0.0353
Coolio,Fantastic Voyage,1994-09-24,0.0385,0.888,334440,0.584,3.19e-06,0.0625,0.112
Corey Hart,Never Surrender,1985-08-31,0.516,0.552,295000,0.538,0.0,0.202,0.0344
Corey Hart,Sunglasses At Night,1984-09-08,0.505,0.665,320000,0.624,0.0104,0.518,0.049
Corina,Temptation,1991-08-24,0.000274,0.609,241533,0.771,0.05,0.038,0.0428
Cornelius Brothers & Sister Rose,Too Late To Turn Back Now,1972-08-12,0.344,0.516,198693,0.73,0.0,0.425,0.0494
Cornelius Brothers & Sister Rose,Treat Her Like A Lady,1971-07-24,0.191,0.775,160360,0.476,0.0,0.132,0.0355
Count Five,Psychotic Reaction,1966-10-22,0.000259,0.358,185524,0.753,0.0199,0.266,0.0986
Cozy Cole,Topsy II,1958-12-08,0.736,0.459,216267,0.772,0.131,0.277,0.0303
Craig David,7 Days,2002-03-02,0.23,0.659,235133,0.812,0.0,0.0951,0.0487
Craig Mack,"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",1994-11-19,0.272,0.52,302013,0.847,0.0,0.325,0.427
Crash Test Dummies,Mmm Mmm Mmm Mmm,1994-05-21,0.25,0.58,235173,0.575,1.83e-05,0.0813,0.0231
Crazy Town,Butterfly,2001-04-28,0.00132,0.736,216733,0.811,0.000142,0.107,0.081
Cream,Sunshine Of Your Love,1968-08-31,0.385,0.683,250400,0.594,8.61e-05,0.121,0.0347
Cream,White Room,1968-11-30,0.191,0.553,298333,0.576,0.00664,0.0365,0.0304
Creed,Higher,2000-08-12,5.15e-05,0.459,316733,0.83,0.00014,0.206,0.0364
Creed,My Sacrifice,2002-03-09,0.000101,0.32,294600,0.88,4.31e-06,0.076,0.0504
Creed,One Last Breath,2002-10-26,0.00841,0.386,238240,0.677,0.00366,0.341,0.0346
Creed,With Arms Wide Open,2001-01-27,0.00425,0.41,274800,0.539,0.00089,0.117,0.0302
Creedence Clearwater Revival,Bad Moon Rising,1969-07-12,0.0586,0.508,141600,0.774,4.87e-06,0.063,0.0321
Creedence Clearwater Revival,Down On The Corner,1970-01-17,0.583,0.858,166280,0.544,0.00109,0.0707,0.0751
Creedence Clearwater Revival,Green River,1969-10-11,0.0312,0.702,154120,0.772,0.00837,0.0809,0.0277
Creedence Clearwater Revival,Have You Ever Seen The Rain,1971-03-13,0.0664,0.741,160133,0.697,2.28e-05,0.133,0.0277
Creedence Clearwater Revival,Lookin' Out My Back Door,1970-10-17,0.159,0.773,152466,0.756,0.00236,0.0805,0.0388
Creedence Clearwater Revival,Proud Mary,1969-04-05,0.13,0.699,187213,0.641,0.000218,0.0601,0.0289
Creedence Clearwater Revival,Sweet Hitch-Hiker,1971-08-28,0.0316,0.58,177267,0.849,0.0405,0.341,0.0325
Creedence Clearwater Revival,Travelin' Band,1970-03-14,0.00734,0.512,128799,0.96,0.0479,0.226,0.0796
Creedence Clearwater Revival,Up Around The Bend,1970-06-13,0.00532,0.606,159173,0.908,0.823,0.245,0.037
Crispian St. Peters,The Pied Piper,1966-08-20,0.112,0.692,151667,0.734,0.0,0.164,0.0465
"Crosby, Stills & Nash",Just a Song Before I Go,1977-09-03,0.875,0.671,133960,0.233,0.00016,0.12,0.0378
"Crosby, Stills & Nash",Wasted on the Way - 2005 Remaster,1982-09-11,0.394,0.526,171080,0.543,2.84e-05,0.234,0.0403
Crowded House,Don't Dream It's Over,1987-05-09,0.0148,0.439,236933,0.422,4.84e-05,0.0697,0.0409
Crowded House,Something So Strong,1987-07-25,0.0968,0.578,171573,0.673,8.33e-05,0.0927,0.0446
Crystal Gayle,Don't It Make My Brown Eyes Blue,1977-12-31,0.799,0.736,157653,0.321,0.00897,0.0619,0.0444
"Crystal Waters, The Basement Boys",Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,1991-07-13,0.000779,0.484,451827,0.641,0.278,0.0738,0.0377
Culture Club,Church Of The Poison Mind - Remastered 2002,1983-12-17,0.0899,0.597,212147,0.902,0.0,0.65,0.0355
Culture Club,Do You Really Want To Hurt Me,1983-04-16,0.0815,0.744,262173,0.376,0.0,0.108,0.0366
Culture Club,I'll Tumble 4 Ya,1983-09-10,0.249,0.825,156173,0.759,0.0,0.348,0.0769
Culture Club,Karma Chameleon - Remastered 2002,1984-03-10,0.225,0.668,252773,0.73,0.0,0.188,0.0366
Culture Club,Miss Me Blind - Remastered 2003,1984-05-05,0.394,0.768,269880,0.816,0.0,0.313,0.0388
Culture Club,Time (Clock Of The Heart),1983-07-16,0.512,0.72,223893,0.54,0.0,0.0403,0.0361
Curtis Lee,Pretty Little Angel Eyes,1961-08-28,0.306,0.624,165213,0.565,0.0,0.367,0.0542
Curtis Mayfield,Freddie's Dead,1972-11-18,0.107,0.523,329467,0.803,0.000409,0.154,0.0791
Curtis Mayfield,Superfly,1973-01-20,0.457,0.784,233600,0.708,7.5e-05,0.0913,0.11
Curtis Stigers,I Wonder Why,1991-11-23,0.0573,0.549,267240,0.62,0.0,0.591,0.0306
Cutting Crew,I've Been In Love Before,1987-11-28,0.0562,0.489,308133,0.568,0.0107,0.21,0.0281
Cyndi Lauper,All Through the Night,1984-12-15,0.201,0.573,272840,0.65,1.58e-06,0.048,0.0257
Cyndi Lauper,Change of Heart,1987-02-21,0.226,0.706,264773,0.847,0.000104,0.0632,0.0831
Cyndi Lauper,Girls Just Want to Have Fun,1984-04-07,0.22,0.71,238267,0.799,0.000602,0.349,0.0328
Cyndi Lauper,I Drove All Night,1989-07-08,0.233,0.703,251507,0.706,0.00109,0.585,0.0302
Cyndi Lauper,She Bop,1984-10-13,0.00088,0.583,229267,0.891,0.000163,0.103,0.0345
Cyndi Lauper,"The Goonies 'r' Good Enough - From ""The Goonies"" Soundtrack",1985-07-13,0.25,0.71,218440,0.807,1.88e-05,0.0744,0.0378
Cyndi Lauper,Time After Time,1984-07-07,0.487,0.726,241333,0.449,1.34e-06,0.0824,0.0286
Cyndi Lauper,True Colors,1986-11-15,0.701,0.397,227600,0.207,3.07e-05,0.116,0.0331
Céline Dion,All By Myself,1997-04-26,0.35,0.344,312307,0.325,0.0223,0.0686,0.0287
Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",1996-07-20,0.314,0.615,273667,0.467,0.0,0.099,0.0327
Céline Dion,If You Asked Me To,1992-07-25,0.128,0.46,234360,0.437,0.0,0.025,0.0304
Céline Dion,It's All Coming Back to Me Now,1997-01-25,0.753,0.384,456867,0.438,0.0,0.101,0.0362
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",1998-04-18,0.732,0.428,280000,0.276,5.33e-06,0.117,0.0312
Céline Dion,That's the Way It Is,2000-04-08,0.154,0.634,241373,0.886,0.0,0.118,0.0434
Céline Dion,The Power of Love,1994-05-07,0.36,0.546,342400,0.519,0.00046,0.24,0.0291
Céline Dion,Where Does My Heart Beat Now,1991-03-16,0.457,0.517,274120,0.698,1.92e-06,0.197,0.0315
"Céline Dion, Peabo Bryson","Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",1992-04-18,0.643,0.463,249240,0.4,2.46e-05,0.131,0.0308
"D Mob, Cathy Dennis","C'Mon And Get My Love (feat. Cathy Dennis) - 7"" Version",1990-03-17,0.00326,0.67,232707,0.724,0.443,0.0558,0.0502
D12,My Band,2004-05-22,0.497,0.851,298773,0.849,2.05e-06,0.116,0.0828
D4L,Laffy Taffy,2006-02-04,0.0351,0.891,224253,0.439,0.0,0.0932,0.428
DINO,I Like It,1989-08-19,0.00384,0.786,307200,0.659,0.0107,0.0663,0.0919
DINO,Romeo - Radio Edit,1990-10-20,0.0766,0.668,256733,0.892,1e-05,0.135,0.0775
DJ 90210,Where Is The Love,1993-06-05,8.17e-05,0.497,345678,0.848,0.33,0.343,0.0426
"DJ KAWASAKI, RASIYAH",I’m So On Your Mind - DJ KAWASAKI Recreated Disco Mix,1993-06-19,0.0499,0.716,364554,0.818,0.724,0.0766,0.0416
"DJ Kay Slay, Sheek Louch, Styles P, Dave East, KXNG Crooked, Black Thought, Raekwon, Ghostface Killah, Inspectah Deck, Papoose, Loaded Lux, AZ, Bun B, Fred the Godson, Jim Jones, Ransom, Rah Digga, Billy Danze, Lil Fame, Trae Tha Truth, Joell Ortiz, Lord Tariq, Cory Gunz, Peter Gunz, Shaq Diesel, Roy Jones Jr., DJ Red Alert, Redman, Young Buck, MC Serch, Big Daddy Kane, Mc Shan, KRS-One, Jon Connor, Twista, Drag-On, Chris Rivers, Nino Man, Locksmith, 3d Na'tee, Trick Trick, Tragedy Khadafi, E-A-SKI, Cassidy, Bumpy Knuckles, Gillie Da Kid, ICE-T, Treach, Kool G Rap, Lil' Cease","Rolling 110 Deep (feat. Sheek Louch, Styles P, Dave East, Crooked I, Black Thought, Raekwon, Ghostface Killah, Inspectah Deck, Papoose, Loaded Lux, AZ, Bun B, Fred the Godson, Jim Jones, Ransom, Rah Digga, Billy Danze, Lil Fame, Trae tha Truth, Joell Ortiz, Lord Tariq, Cory Gunz, Peter Gunz, Shaq Diesel, Roy Jones Jr., DJ Red Alert, Redman, Young Buck, MC Serch, Big Daddy Kane, MC Shan, ‎KRS-One, Jon Connor, Twista, Drag-On, Chris Rivers, Nino Man, Locksmith, 3D Natee, Trick Trick, Tragedy Khadafi, E-A-Ski, Cassidy, Bumpy Knuckles, Gillie Da Kid, Ice-T, Treach, Kool G Rap, Lil' Cease, RJ Payne, JR Writer, Shoota93, Ms Hustle, Vado, Mysonne, Mistah F.A.B., Saigon, Melle Mel, Grandmaster Caz, Havoc, Tracey Lee, Edi Mean, Young Noble, Mcgruff, Stan Spit, SickFlo, Fredro Starr, Sticky Fingaz, Rass Kass, Termanology, Dj. Doo Wop, Junior Reid, Oun-P, Merkules, Wais P, Maino, Uncle Murda, PT Capone, Mike Cee, Royal Flush, Super Lover Cee, Page Kennedy, Rockness Monsta, Gunplay, Sadat X, Grand Puba, Lord Jamar, Sonja Blade, Coke La Rock, Greg Nice, Smooth B, Consequence, Millyz, Ot the Real, Ron Artest, Kaflow Kaboom, Tone Trump, Hocus 45th, Omar Epps, Bodega Bamz, Bynoe, Prince The King, Aobie, King Kirk, Big Dubez, Tony Moxberg, Styleon, Chuck D & Sauce Money)",2019-11-02,0.268,0.576,2399057,0.978,0.0,0.688,0.356
"DJ Khaled, Drake",GREECE (feat. Drake),2020-08-01,0.0743,0.695,218902,0.343,1.04e-06,0.107,0.0432
"DJ Khaled, Drake",POPSTAR (feat. Drake),2020-09-19,0.057,0.8,200221,0.56,0.0,0.134,0.261
"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",No Brainer,2018-08-25,0.0733,0.552,260000,0.76,0.0,0.0865,0.342
"DJ Khaled, Rihanna, Bryson Tiller",Wild Thoughts (feat. Rihanna & Bryson Tiller),2017-09-30,0.0287,0.613,204664,0.681,0.0,0.126,0.0778
DJ Mich,Bodak Yellow - Money Moves Remix,2018-01-13,0.00864,0.768,289625,0.903,0.00242,0.076,0.0675
"DJ Sammy, Yanou, Do",Heaven,2002-08-17,0.0011,0.571,233600,0.953,0.000606,0.226,0.0548
"DJ Snake, Justin Bieber",Let Me Love You,2017-01-21,0.0863,0.649,205947,0.716,2.63e-05,0.135,0.0349
"DJ Snake, Lil Jon",Turn Down for What,2014-07-19,0.00107,0.818,213733,0.799,0.128,0.057,0.156
DLundy,I’m Good Luv,2006-04-15,0.264,0.812,154968,0.637,0.0,0.0865,0.313
"DNA, Suzanne Vega, Neal Slateford, Nick Batt","Tom's Diner - 7"" Version",1991-01-12,0.0189,0.86,228533,0.607,0.00816,0.0403,0.042
DNCE,Cake By The Ocean,2016-04-30,0.152,0.774,219147,0.753,0.0,0.0371,0.0517
"DRAM, Lil Yachty",Broccoli,2017-01-14,0.236,0.886,225205,0.525,0.0,0.057,0.132
DRS,Gangsta Lean,1994-01-15,0.451,0.742,322142,0.258,0.0,0.0926,0.0339
Da Brat,Funkdafied,1994-09-03,0.0757,0.802,185933,0.461,0.0,0.109,0.302
DaBaby,Suge,2019-07-20,0.0608,0.876,163320,0.662,0.0,0.127,0.426
"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),2020-10-31,0.247,0.746,181733,0.69,0.0,0.101,0.164
Daddy Dewdrop,Chick-a-Boom (Don't Ya Jes' Love It),1971-05-29,0.0343,0.781,171533,0.732,0.0,0.173,0.0505
"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013-09-07,0.0426,0.794,248413,0.811,1.07e-06,0.101,0.038
Dale & Grace,I'm Leaving It All up to You,1963-12-21,0.807,0.226,133792,0.36,0.00221,0.363,0.0413
Dale & Grace,Stop and Think It Over,1964-03-07,0.777,0.279,155013,0.545,0.000897,0.0752,0.0314
Damn Yankees,High Enough,1991-02-02,0.0241,0.273,287320,0.537,0.0,0.0922,0.0306
Dan Fogelberg,Hard to Say,1981-11-07,0.67,0.693,239933,0.332,1.29e-05,0.0876,0.0254
Dan Fogelberg,Leader of the Band,1982-03-13,0.872,0.628,256400,0.159,0.0,0.111,0.0333
Dan Fogelberg,Longer,1980-03-22,0.865,0.308,195067,0.0427,0.0,0.179,0.0336
Dan Fogelberg,Same Old Lang Syne,1981-02-28,0.792,0.457,315733,0.355,1.85e-05,0.225,0.0284
Dan Hartman,I Can Dream About You,1984-08-25,0.0515,0.743,249560,0.5,0.0,0.0373,0.0513
Dan Hill,I Believe I Can Fly (From 'Space Jam'),1997-04-05,0.257,0.566,322880,0.236,0.0,0.103,0.0328
Dan Hill,Sometimes When We Touch,1978-03-25,0.691,0.591,252693,0.345,1.87e-06,0.0851,0.0391
"Dan Hill, Vonda Shepard",Can't We Try,1987-09-19,0.466,0.561,239667,0.319,0.0,0.0684,0.0313
"Daniel Bedingfield, D'N'D Productions",Gotta Get Thru This - D'N'D Radio Edit,2002-09-28,0.0852,0.837,161200,0.765,7.08e-05,0.1,0.0631
